Name	Length	NumReads	NumReads	NumReads
BgISR7-00771	3390	10	29	7
BgISR7-00772	2208	16.1538	25.2766	26.8333
BgISR7-00773	411	313	518	336
BgISR7-00774	2799	0	0	0
BgISR7-00775	2208	3.23077	2.29787	0
BgISR7-00776	327	251	540	376
BgISR7-00777	1305	14	31	14
BgISR7-00778	807	4	16	16
BgISR7-00779	90	0	0	0
BgISR7-00780	1800	0	14.705	8.02721
BgISR7-00781	963	7	9	15
BgISR7-00782	2322	94	158	72
BgISR7-00783	2088	5.23599	6.30805	5.51245
BgISR7-00784	2235	14.9577	28.2784	47.2286
BgISR7-00785	648	4	8	8
BgISR7-00786	75	2	3	3
BgISR7-00787	1698	0	0	0
BgISR7-00788	873	7	25	13
BgISR7-00789	147	0	0	0
BgISR7-00790	93	0	0	0
BgISR7-00791	552	0	0	0
BgISR7-00792	2250	17.7793	29	16.5
BgISR7-00793	1617	94	157	80
BgISR7-00794	933	40	87	64
BgISR7-00795	855	47	87	84
BgISR7-00796	2250	17.7793	29	16.5
BgISR7-00797	99	0	0.25	0
BgISR7-00798	225	0	0	0
BgISR7-00799	771	4	9	4
BgISR7-00800	639	2	1	1
BgISR7-00801	468	2	0	3.90323
BgISR7-00802	1245	4	18	12
BgISR7-00803	1524	0	0	0
BgISR7-00804	1344	6	18	3
BgISR7-00805	558	1	3	3
BgISR7-00806	1794	3.46852	14.5991	5.92117
BgISR7-00807	96	0	0	0
BgISR7-00808	882	24	37	29
BgISR7-00809	3225	0	9.83558	2.66854
BgISR7-00810	972	48	83	52
BgISR7-00811	2754	30.7173	66.2375	49.1336
BgISR7-00812	1767	17.8142	31.9233	21.042
BgISR7-00813	345	114	202	133
BgISR7-00814	354	3	6	6
BgISR7-00815	1935	25	21	17
BgISR7-00816	1203	33	39	44
BgISR7-00817	783	14	56	46
BgISR7-00818	1116	10	27	16
BgISR7-00819	1071	8	40	19
BgISR7-00820	405	107	175.599	124.675
BgISR7-00821	348	13	19	32
BgISR7-00822	489	35	64.4013	35.3254
BgISR7-00823	333	209	393	229
BgISR7-00824	1119	56	89	95
BgISR7-00825	1503	266	511	347
BgISR7-00826	1095	21	33	30
BgISR7-00827	333	8	10	12
BgISR7-00828	327	0	3.4269	0
BgISR7-00829	321	0	1	0
BgISR7-00830	1785	38	54	15
BgISR7-00831	1692	20	25	21
BgISR7-00832	183	0	0	0
BgISR7-00833	2088	2.03125	2.625	1
BgISR7-00834	2088	2.03125	2.625	1
BgISR7-00835	2088	2.03125	2.625	1
BgISR7-00836	2088	2.03125	2.625	1
BgISR7-00837	492	0	0	0
BgISR7-00838	132	0	0	0
BgISR7-00839	2088	3.25	1.5	0
BgISR7-00840	111	10	20	8
BgISR7-00841	336	60	70	46
BgISR7-00842	1878	58	122	91
BgISR7-00843	1365	20	54	34
BgISR7-00844	2088	1.625	0	0
BgISR7-00845	2541	0	0	1.024
BgISR7-00846	1035	73	155	110
BgISR7-00847	2088	0	1	0.5
BgISR7-00848	2271	30	70	43
BgISR7-00849	1500	7	3	1
BgISR7-00850	774	12	27	16
BgISR7-00851	2088	3	1	0.5
BgISR7-00852	894	15	34	24
BgISR7-00853	828	78	134	93
BgISR7-00854	456	18	23	27
BgISR7-00855	2184	78	123	79
BgISR7-00856	1473	63	127	71
BgISR7-00857	2088	1	2	2
BgISR7-00858	1836	44	69	32
BgISR7-00859	249	21	53	28
BgISR7-00860	2079	148	213	151
BgISR7-00861	849	11	41	19
BgISR7-00862	1230	71	158	120
BgISR7-00863	1638	19	22	17
BgISR7-00864	912	17	35	17
BgISR7-00865	2739	14	30	22
BgISR7-00866	432	9	25	17
BgISR7-00867	1644	4	5	1
BgISR7-00868	174	0	0	0
BgISR7-00869	2088	0	0	0
BgISR7-00870	2787	49	91	66
BgISR7-00871	918	59	91	75
BgISR7-00872	1623	16	69	37
BgISR7-00873	57	0	0	0
BgISR7-00874	546	0	0	0
BgISR7-00875	1422	18	46	28
BgISR7-00876	2319	39	97	50
BgISR7-00877	1374	43	87	71
BgISR7-00878	315	6	10	7
BgISR7-00879	537	7	7	13
BgISR7-00880	750	3.5	5	4
BgISR7-00881	336	0	0	0
BgISR7-00882	1047	1	0	2
BgISR7-00883	1065	4	3	2
BgISR7-00884	750	3.5	5	4
BgISR7-00885	537	0	0	0
BgISR7-00886	225	0	0	0
BgISR7-00887	1008	53	99	62
BgISR7-00888	546	0	0.666667	0
BgISR7-00889	96	0	0	0
BgISR7-00890	651	149	346	215
BgISR7-00891	1674	26.2308	6.85714	17.4
BgISR7-00892	183	0	0	0
BgISR7-00893	402	2	0.5	0
BgISR7-00894	546	0	0.666667	1.5
BgISR7-00895	1521	17	25	20
BgISR7-00896	798	20	26	12
BgISR7-00897	1146	23	55	36
BgISR7-00898	6420	0	11.6196	0
BgISR7-00899	546	0	0.666667	1.5
BgISR7-00900	402	2	0.5	0
BgISR7-00901	180	1	0	0
BgISR7-00902	1674	4.76923	41.1429	11.6
BgISR7-00903	2214	60	106	63
BgISR7-00904	1881	87	204	140
BgISR7-00905	1857	103	251	181
BgISR7-00906	765	53	62	43
BgISR7-00907	1254	14.2317	16.0856	14.9435
BgISR7-00908	858	742	1536	1022
BgISR7-00909	1158	47	53	52
BgISR7-00910	2751	24	34	22
BgISR7-00911	1479	86	209	146
BgISR7-00912	2253	28	44	34
BgISR7-00913	324	2	7	8
BgISR7-00914	600	0	3	1
BgISR7-00915	870	31	51	38
BgISR7-00916	2541	18	30	21
BgISR7-00917	876	26	20	28
BgISR7-00918	1779	36	56	31
BgISR7-00919	315	4	9	2
BgISR7-00920	1887	25	40	23
BgISR7-00921	1839	31	61	46
BgISR7-00922	348	0	3	0
BgISR7-00923	1005	0	4.66743	0
BgISR7-00924	2511	85	137	92
BgISR7-00925	2040	32	58	29
BgISR7-00926	120	3	1	1
BgISR7-00927	1842	27	64	35
BgISR7-00928	2112	288	580	374
BgISR7-00929	42	0	0	0
BgISR7-00930	123	0	0	0
BgISR7-00931	480	1	3	6
BgISR7-00932	171	0	0	0
BgISR7-00933	339	32.9122	49.6715	46.4395
BgISR7-00934	195	0.666667	3.33333	2
BgISR7-00935	216	1	1	0
BgISR7-00936	711	40	66	59
BgISR7-00937	402	28.0878	59.3285	45.5605
BgISR7-00938	321	1	4	3
BgISR7-00939	915	9	12	13
BgISR7-00940	1515	0	0	0
BgISR7-00941	78	0	0	0
BgISR7-00942	159	0	0	0
BgISR7-00943	129	0	0	0
BgISR7-00944	135	0	0	0
BgISR7-00945	501	0	3	0
BgISR7-00946	6420	7.88589	0	0
BgISR7-00947	2454	3	6	5
BgISR7-00948	5394	59	94	72
BgISR7-00949	3120	36	83	42
BgISR7-00950	255	20	53	28
BgISR7-00951	762	5	12	12.1481
BgISR7-00952	2751	30	63	47
BgISR7-00953	420	0	5	7
BgISR7-00954	1875	80	129	102
BgISR7-00955	105	0	2	1
BgISR7-00956	150	0	0	0
BgISR7-00957	585	4	9	3
BgISR7-00958	3081	12	37	16
BgISR7-00959	465	134	297	220
BgISR7-00960	942	3	11	8
BgISR7-00961	306	0	4	2
BgISR7-00962	1032	197	281	191
BgISR7-00963	537	6	15	10
BgISR7-00964	453	6	8	5
BgISR7-00965	2787	25	23	17
BgISR7-00966	204	1	1	2
BgISR7-00967	87	0	0	0
BgISR7-00968	45	0	0	0
BgISR7-00969	324	1	6	11
BgISR7-00970	1260	55	85	56
BgISR7-00971	2400	22	42	19
BgISR7-00972	96	0	0	0
BgISR7-00973	81	0	0	0
BgISR7-00974	1974	23	46	45
BgISR7-00975	2325	72	140	87
BgISR7-00976	57	0	0	0
BgISR7-00977	1059	0	0	0
BgISR7-00978	243	0	0	0
BgISR7-00979	1596	1	1	5
BgISR7-00980	3090	79	161	92
BgISR7-00981	1455	27	73	59
BgISR7-00982	96	0	0	0
BgISR7-00983	969	0	5.25846	4.51698
BgISR7-00984	1545	19	35	20
BgISR7-00985	1581	28	31	31
BgISR7-00986	1728	49	78	75
BgISR7-00987	549	76	134	105
BgISR7-00988	1695	272	536	385
BgISR7-00989	837	440	836	508
BgISR7-00990	1005	16	17	9
BgISR7-00991	1491	4	24	18
BgISR7-00992	2631	62	94	73
BgISR7-00993	702	202	452	270
BgISR7-00994	2667	63	126	55
BgISR7-00995	324	7	17	9
BgISR7-00996	801	1	1	0
BgISR7-00997	2352	462	892	628
BgISR7-00998	657	21	39	28
BgISR7-00999	96	0	0	0
BgISR7-01000	2388	24	54	43
BgISR7-01001	291	3	10	7
BgISR7-01002	447	0	0	0
BgISR7-01003	1827	32	52	37
BgISR7-01004	264	30	25	24
BgISR7-01005	543	41	55	38
BgISR7-01006	1155	114	262	173
BgISR7-01007	462	16	50	26
BgISR7-01008	1113	26	44	32
BgISR7-01009	24	0	0	0
BgISR7-01010	42	0	0	0
BgISR7-01011	327	0	2.93156	1.5
BgISR7-01012	342	127	181	142
BgISR7-01013	2562	0	0	5
BgISR7-01014	1176	1	3	0
BgISR7-01015	1293	0	1	0
BgISR7-01016	183	0	0	0
BgISR7-01017	21	0	0	0
BgISR7-01018	1257	0	0	14.5004
BgISR7-01019	480	0	0	0
BgISR7-01020	1677	14	33	14
BgISR7-01021	576	22	40	19
BgISR7-01022	1620	83	107	96
BgISR7-01023	5850	226	383	232
BgISR7-01024	603	13	27	22
BgISR7-01025	1401	2	1	0
BgISR7-01026	1461	21	41	36
BgISR7-01027	4260	8	13	6
BgISR7-01028	1401	1	1	0
BgISR7-01029	2010	439	887	555
BgISR7-01030	1260	45	98	52
BgISR7-01031	651	20	41	33
BgISR7-01032	897	26	49	16
BgISR7-01033	795	14	23	7
BgISR7-01034	543	0	0	0
BgISR7-01035	1164	9	11	7
BgISR7-01036	387	253	485	335
BgISR7-01037	441	352	682	472
BgISR7-01038	354	47	67	29
BgISR7-01039	2916	44	67	49
BgISR7-01040	2034	122	293	180
BgISR7-01041	612	663	1331	999
BgISR7-01042	2916	17	60	33
BgISR7-01043	891	1	13	0
BgISR7-01044	2529	17	43	25
BgISR7-01045	864	27	51	31
BgISR7-01046	750	17	62	22
BgISR7-01047	819	39	55	42
BgISR7-01048	831	22	35	21
BgISR7-01049	918	28	69	46
BgISR7-01050	2364	45	61	48
BgISR7-01051	321	1	2	0
BgISR7-01052	246	0	0	0
BgISR7-01053	927	18	25	23
BgISR7-01054	1254	50	52	46
BgISR7-01055	168	10	12	7
BgISR7-01056	1539	59	88	63
BgISR7-01057	591	28	26	15
BgISR7-01058	603	26	66	46
BgISR7-01059	960	74	145	100
BgISR7-01060	366	17	29	26
BgISR7-01061	207	6	9	4
BgISR7-01062	657	20	15	18
BgISR7-01063	2364	56	86	59
BgISR7-01064	780	2	17	13
BgISR7-01065	243	6	14	13
BgISR7-01066	2124	37	83	37
BgISR7-01067	1044	54	92	69
BgISR7-01068	393	9	21	18
BgISR7-01069	129	0	0	0
BgISR7-01070	1083	62	78	68
BgISR7-01071	789	83	137	71
BgISR7-01072	339	214	375	298
BgISR7-01073	300	21	28	15
BgISR7-01074	543	20	51	33
BgISR7-01075	2250	30	82	79
BgISR7-01076	603	46	61	29
BgISR7-01077	897	15	15	9
BgISR7-01078	1545	17	28	16
BgISR7-01079	1320	11	19	19
BgISR7-01080	474	0	3	0
BgISR7-01081	1479	179	353	258
BgISR7-01082	3762	195	414	259
BgISR7-01083	1527	47	57	39
BgISR7-01084	897	23	56	39
BgISR7-01085	495	692	1299	874
BgISR7-01086	267	104	231	171
BgISR7-01087	243	104	226	145
BgISR7-01088	462	19	52	29
BgISR7-01089	390	25	29	22
BgISR7-01090	3627	47	101	50
BgISR7-01091	417	2	0	0
BgISR7-01092	654	12	22	20
BgISR7-01093	2970	30	58	57
BgISR7-01094	1341	9	12	8
BgISR7-01095	180	6.88999	17.7999	5.37069
BgISR7-01096	450	4	2	3
BgISR7-01097	1329	38	85	72
BgISR7-01098	12	0	0	0
BgISR7-01099	138	0.5	0	0
BgISR7-01100	2121	1.31846	0	7.88083
BgISR7-01101	1059	63	95	72
BgISR7-01102	108	0	0	0
BgISR7-01103	1629	0	2	1
BgISR7-01104	768	44	96	69
BgISR7-01105	2247	57	96	56
BgISR7-01106	867	0	1	0
BgISR7-01107	1326	67	104	85
BgISR7-01108	480	2	3	4.65575
BgISR7-01109	492	27	67	30
BgISR7-01110	153	0	2	0
BgISR7-01111	603	47	64	68
BgISR7-01112	1197	26	42	35
BgISR7-01113	489	11	15	10
BgISR7-01114	411	31	57	20
BgISR7-01115	1623	50	53	23
BgISR7-01116	1956	22	23	21
BgISR7-01117	2061	97	199	159
BgISR7-01118	171	1	0	0
BgISR7-01119	3195	137	260	156
BgISR7-01120	1191	38	82	59
BgISR7-01121	117	0	0	0
BgISR7-01122	384	0	0	0
BgISR7-01123	729	87	142	99
BgISR7-01124	678	23	63	31
BgISR7-01125	1176	9	18	6
BgISR7-01126	903	3	11	0
BgISR7-01127	900	48	92	43
BgISR7-01128	840	100	195	134
BgISR7-01129	909	30	44	26
BgISR7-01130	1209	2	19	14
BgISR7-01131	1143	99	213	149
BgISR7-01132	1989	37	101	57
BgISR7-01133	792	34	49	39
BgISR7-01134	312	0	2	2
BgISR7-01135	1179	1495	2601	1993
BgISR7-01136	654	13	21	15
BgISR7-01137	300	15	37	27
BgISR7-01138	966	38	81	40
BgISR7-01139	186	60	123	86
BgISR7-01140	951	847	1597	1144
BgISR7-01141	1275	217	373	254
BgISR7-01142	2694	57	144	100
BgISR7-01143	471	0	1	0
BgISR7-01144	33	0	0	0
BgISR7-01145	936	25	68	48
BgISR7-01146	1704	89	159	114
BgISR7-01147	1332	48	78	66
BgISR7-01148	1284	33	64	48
BgISR7-01149	33	0	0	0
BgISR7-01150	2718	0	0	1.49734
BgISR7-01151	1803	25	23	17
BgISR7-01152	1062	16	41	34
BgISR7-01153	864	17	29	5
BgISR7-01154	576	0	0	0
BgISR7-01155	606	24	54	20
BgISR7-01156	900	24	57	27
BgISR7-01157	60	0	0	0
BgISR7-01158	1557	67	132	86
BgISR7-01159	675	35	66	48
BgISR7-01160	45	0	0	0
BgISR7-01161	4059	25	46	28
BgISR7-01162	3720	66	130	100
BgISR7-01163	570	15	13	18
BgISR7-01164	708	9	17	17
BgISR7-01165	564	11	13	5
BgISR7-01166	2259	33	55	35
BgISR7-01167	2700	0	0	0
BgISR7-01168	1269	12	9	8
BgISR7-01169	1770	11	15	7
BgISR7-01170	957	6	9	2
BgISR7-01171	909	38	55	34
BgISR7-01172	1743	10	16	12
BgISR7-01173	726	19	65	28
BgISR7-01174	1257	1	14	14
BgISR7-01175	390	23	16	5
BgISR7-01176	3789	108	208	101
BgISR7-01177	264	10	28	14
BgISR7-01178	177	3	8.42807	2.66667
BgISR7-01179	135	0	0	2
BgISR7-01180	240	0	2.36551	0
BgISR7-01181	543	0	0	0
BgISR7-01182	1662	3.55578	0	0
BgISR7-01183	714	0	0	0
BgISR7-01184	42	0	0	0
BgISR7-01185	357	70.7831	127.316	100.833
BgISR7-01186	474	0	1	0
BgISR7-01187	357	54.2169	125.684	64.1667
BgISR7-01188	183	0	2	0
BgISR7-01189	108	0	0	0
BgISR7-01190	819	9	6	4
BgISR7-01191	234	2	1	1
BgISR7-01192	951	26	32	26
BgISR7-01193	2481	74	167	128
BgISR7-01194	1323	7	19	13
BgISR7-01195	240	0	1	0
BgISR7-01196	3219	26	51	38
BgISR7-01197	378	4	2	4
BgISR7-01198	699	43	87	85
BgISR7-01199	1608	2	4	2
BgISR7-01200	513	0	2	0
BgISR7-01201	570	160	302	193
BgISR7-01202	2199	55	109	66
BgISR7-01203	3816	41	102	54
BgISR7-01204	1440	24	35	19
BgISR7-01205	1200	10	43	21
BgISR7-01206	327	4	8	3
BgISR7-01207	1419	0	0	1.04761
BgISR7-01208	1680	56	87	68
BgISR7-01209	225	1.14286	0	0
BgISR7-01210	150	0	0	0
BgISR7-01211	213	1	0	0
BgISR7-01212	327	0	0	0
BgISR7-01213	21	0	0	0
BgISR7-01214	1707	27	58	60
BgISR7-01215	951	14	22	16
BgISR7-01216	351	6	6	8
BgISR7-01217	744	82	155	120
BgISR7-01218	228	38	67	48
BgISR7-01219	756	49	118	72
BgISR7-01220	1029	13	68	35
BgISR7-01221	2379	16	36	22
BgISR7-01222	489	35	59	33
BgISR7-01223	201	0	0	0
BgISR7-01224	252	0	0	0
BgISR7-01225	1326	77	115	97
BgISR7-01226	201	51	98	81
BgISR7-01227	1560	49	93	77
BgISR7-01228	852	43	54	63
BgISR7-01229	2106	2015	3853	2886
BgISR7-01230	96	0	0	0
BgISR7-01231	936	5	19	8
BgISR7-01232	582	47	65	48
BgISR7-01233	1560	52	84	59
BgISR7-01234	591	17	22	22
BgISR7-01235	2010	80	132	90
BgISR7-01236	1011	15	36	24
BgISR7-01237	903	156	186	171
BgISR7-01238	663	38	97	67
BgISR7-01239	1935	62	132	102
BgISR7-01240	951	41	104	60
BgISR7-01241	2859	13	40	22
BgISR7-01242	4173	86	144	94
BgISR7-01243	6420	9.13115	0	12.4612
BgISR7-01244	156	0.5	0	0
BgISR7-01245	45	0	1	2
BgISR7-01246	1746	129	254	163
BgISR7-01247	2451	30	77	43
BgISR7-01248	2847	0	4.5	2
BgISR7-01249	2469	114	239	155.943
BgISR7-01250	1617	34	65	42
BgISR7-01251	162	1	0	1
BgISR7-01252	276	22	65	37
BgISR7-01253	1626	12	31	17
BgISR7-01254	714	48	66	35
BgISR7-01255	897	33	74	37
BgISR7-01256	1284	39	60	47
BgISR7-01257	1602	11	47	66
BgISR7-01258	471	8	13	5
BgISR7-01259	1533	21	39	16
BgISR7-01260	2847	0	4.5	2
BgISR7-01261	756	0	0	3.05694
BgISR7-01262	2775	29	72	44
BgISR7-01263	255	0	1	1
BgISR7-01264	1872	75	163	97
BgISR7-01265	219	3	4	2
BgISR7-01266	2124	54	80	44
BgISR7-01267	138	0	2	2
BgISR7-01268	1878	87	104	55
BgISR7-01269	429	11	24	14
BgISR7-01270	204	0	1	4
BgISR7-01271	3189	48	66	62
BgISR7-01272	1203	2	24	3
BgISR7-01273	1500	25	64	37
BgISR7-01274	2886	26	43	31
BgISR7-01275	312	52	120	71
BgISR7-01276	903	354	652	407
BgISR7-01277	1461	47	101	53
BgISR7-01278	249	0	1	0
BgISR7-01279	885	37	76	38
BgISR7-01280	609	883	1601	1191
BgISR7-01281	309	112	253	128
BgISR7-01282	1032	32	49	33
BgISR7-01283	1911	38	52	29
BgISR7-01284	3051	24	52	40
BgISR7-01285	5631	71	126	78
BgISR7-01286	3150	44	75	64
BgISR7-01287	885	140	283	174
BgISR7-01288	213	1	8	2
BgISR7-01289	129	0	0	0
BgISR7-01290	651	42	82	62
BgISR7-01291	87	0	0	0
BgISR7-01292	246	1	1	0
BgISR7-01293	708	51	100	43
BgISR7-01294	288	13	23	8
BgISR7-01295	420	35	57	34
BgISR7-01296	3078	63	111	83
BgISR7-01297	267	0	0	0
BgISR7-01298	96	0	1	0
BgISR7-01299	120	4	18	5
BgISR7-01300	1182	82	133	105
BgISR7-01301	288	46	35	35
BgISR7-01302	282	0	0	0
BgISR7-01303	1299	5	24	14
BgISR7-01304	840	4	7	6
BgISR7-01305	147	0	0	2
BgISR7-01306	201	0	0	1
BgISR7-01307	303	0	0	0
BgISR7-01308	1830	8	37	30
BgISR7-01309	483	34	59	35
BgISR7-01310	480	18	12	15
BgISR7-01311	87	2	5	1
BgISR7-01312	447	0	2	0
BgISR7-01313	1572	41	86	63
BgISR7-01314	159	0	0	0
BgISR7-01315	1227	10	12	10
BgISR7-01316	876	11	24	16
BgISR7-01317	219	5	10	3
BgISR7-01318	570	13	27	22
BgISR7-01319	1560	44	56	49
BgISR7-01320	249	30	57	41
BgISR7-01321	3477	30	44	49
BgISR7-01322	807	4	5	3
BgISR7-01323	414	18	18	26
BgISR7-01324	2835	43	92	53
BgISR7-01325	1671	45.963	74.6809	47.9642
BgISR7-01326	1671	68.5951	114.894	88.2063
BgISR7-01327	1671	4.44192	8.42553	12.8294
BgISR7-01328	255	0	0	0
BgISR7-01329	207	0	0	0
BgISR7-01330	1050	10	14	13
BgISR7-01331	228	21	36	51
BgISR7-01332	1014	15	31	24
BgISR7-01333	1410	47	92	54
BgISR7-01334	7512	60	109	93
BgISR7-01335	45	0	0	0
BgISR7-01336	882	49	86	82
BgISR7-01337	1497	149	283	210
BgISR7-01338	2055	19	38	23
BgISR7-01339	1023	19	62	39
BgISR7-01340	2349	65	134	71
BgISR7-01341	1128	5.91052	10.1214	6.46024
BgISR7-01342	1128	0	0	0
BgISR7-01343	1719	78	92	64
BgISR7-01344	1431	18	50	23
BgISR7-01345	63	0	0	0
BgISR7-01346	1635	10.0895	14.8786	17.5398
BgISR7-01347	462	0	0	0
BgISR7-01348	510	2	2	1
BgISR7-01349	498	0	0	0
BgISR7-01350	132	1	2.85026	0
BgISR7-01351	1521	23	61	35
BgISR7-01352	159	0	0	0
BgISR7-01353	90	0	1	0
BgISR7-01354	330	15	42	24
BgISR7-01355	2364	83	147	87
BgISR7-01356	285	0	0	0
BgISR7-01357	585	0	9.88864	4.51707
BgISR7-01358	1635	20	53	40
BgISR7-01359	1191	7	32	20
BgISR7-01360	534	12	9	3
BgISR7-01361	111	0	0	0
BgISR7-01362	3255	84	146	96
BgISR7-01363	1212	23	82	52
BgISR7-01364	798	926	1685	1213
BgISR7-01365	1605	22	57	29
BgISR7-01366	1503	5	30	17
BgISR7-01367	1545	17	17	14
BgISR7-01368	804	4	6	7
BgISR7-01369	1257	197	420	236
BgISR7-01370	1950	41	67	55
BgISR7-01371	1089	38	68	37
BgISR7-01372	396	45	87	50
BgISR7-01373	2136	14	38	35
BgISR7-01374	3066	11	25	15
BgISR7-01375	3816	113	223	153
BgISR7-01376	405	43	113	89
BgISR7-01377	636	0	3	2
BgISR7-01378	540	12	23.6404	12.5799
BgISR7-01379	264	3	0	0
BgISR7-01380	81	0	0	0
BgISR7-01381	594	17	30	24
BgISR7-01382	165	0.727273	0.53719	0.636364
BgISR7-01383	1065	3.75268	0	0
BgISR7-01384	2025	26	90	61
BgISR7-01385	612	4	12	7
BgISR7-01386	5994	32	55	47
BgISR7-01387	885	11	7	5
BgISR7-01388	78	0	0	0
BgISR7-01389	66	0	0	0
BgISR7-01390	282	2	5	2
BgISR7-01391	372	7	10	2
BgISR7-01392	705	20	28	12
BgISR7-01393	780	19	37	45
BgISR7-01394	3708	13	17	22
BgISR7-01395	3336	16	32	21
BgISR7-01396	1212	32	74	37
BgISR7-01397	1503	6	21	9
BgISR7-01398	1125	189	404	234
BgISR7-01399	3315	6	22	25
BgISR7-01400	741	74	170	111
BgISR7-01401	1221	23	46	43
BgISR7-01402	744	24	23	22
BgISR7-01403	510	0	0	0
BgISR7-01404	921	38	64	37
BgISR7-01405	498	52	84	57
BgISR7-01406	510	0	4	3
BgISR7-01407	1227	23	33	19
BgISR7-01408	1719	28	42	28
BgISR7-01409	279	1	2	2
BgISR7-01410	768	12	48	20
BgISR7-01411	513	1	13	11
BgISR7-01412	1809	19	60	31
BgISR7-01413	477	1	4	1
BgISR7-01414	318	489	986	720
BgISR7-01415	327	0	6.02084	2.3886
BgISR7-01416	378	24	50	20
BgISR7-01417	1131	20	24	23
BgISR7-01418	180	0	0	0
BgISR7-01419	798	159	274	173
BgISR7-01420	1839	30	51	38
BgISR7-01421	2091	14	35	17
BgISR7-01422	168	3	0	3
BgISR7-01423	153	1	2	1
BgISR7-01424	429	1	0	2
BgISR7-01425	1197	23	41	28
BgISR7-01426	504	11	37	31
BgISR7-01427	312	1	0	0
BgISR7-01428	96	0	0	0
BgISR7-01429	324	0	4	2
BgISR7-01430	891	113	213	157
BgISR7-01431	498	13	23	4
BgISR7-01432	138	0	0	3
BgISR7-01433	1470	19	47	50
BgISR7-01434	2970	60	152	83
BgISR7-01435	132	0	0	2
BgISR7-01436	477	1.5	6	0
BgISR7-01437	198	0	2.5	1
BgISR7-01438	807	11	12	7.93659
BgISR7-01439	3639	93	136	77
BgISR7-01440	111	0	1	3
BgISR7-01441	1272	56	137	90
BgISR7-01442	1542	76	150	123
BgISR7-01443	198	0	2.5	1
BgISR7-01444	477	0.75	0	1
BgISR7-01445	180	0	0	0
BgISR7-01446	876	6	13	15
BgISR7-01447	231	3	2	1
BgISR7-01448	3420	41	88	65
BgISR7-01449	477	0.75	0	1
BgISR7-01450	165	0.727273	0.53719	0.636364
BgISR7-01451	963	0	0	0
BgISR7-01452	3045	14	29	22
BgISR7-01453	4239	101	146	93
BgISR7-01454	468	18	32	20
BgISR7-01455	525	11	33	12
BgISR7-01456	519	4	6	4
BgISR7-01457	333	2	14	6
BgISR7-01458	3036	32	68	32
BgISR7-01459	1605	34	54	20
BgISR7-01460	564	18	27	24
BgISR7-01461	432	25	45	25
BgISR7-01462	1071	0	0	0
BgISR7-01463	267	4	2	1
BgISR7-01464	57	3	2	2
BgISR7-01465	60	0	0	0
BgISR7-01466	1698	0	0	0
BgISR7-01467	432	14	40	13
BgISR7-01468	864	37	99	57
BgISR7-01469	303	2	2	0
BgISR7-01470	747	7	23	20
BgISR7-01471	735	44	77	20
BgISR7-01472	5511	53	79	51
BgISR7-01473	1257	28	67	52
BgISR7-01474	360	25	33	28
BgISR7-01475	1389	49	135	69
BgISR7-01476	1863	0	2	0
BgISR7-01477	276	8	40	17
BgISR7-01478	1359	46	80	61
BgISR7-01479	2424	37	53	43
BgISR7-01480	468	36	85	56
BgISR7-01481	519	61	150	134
BgISR7-01482	534	0	0	0
BgISR7-01483	36	0	0	0
BgISR7-01484	1140	18	33	19
BgISR7-01485	93	0	1	0
BgISR7-01486	195	0	1	1
BgISR7-01487	450	0	0	0
BgISR7-01488	1776	24	53	34
BgISR7-01489	921	12	40	23
BgISR7-01490	450	0	0	0
BgISR7-01491	96	0	0	0
BgISR7-01492	453	18	38	19
BgISR7-01493	345	39	53	33
BgISR7-01494	1677	53	102	75
BgISR7-01495	1113	12	29	27
BgISR7-01496	450	54	92	66
BgISR7-01497	327	0	0	0
BgISR7-01498	96	0	0	0
BgISR7-01499	723	0	3	0
BgISR7-01500	576	1	3	5
BgISR7-01501	1884	21	58	52
BgISR7-01502	3069	46	88	50
BgISR7-01503	333	521	1071	740
BgISR7-01504	660	791	1435	1023
BgISR7-01505	1758	39	60	43
BgISR7-01506	228	64	115	90
BgISR7-01507	168	0	0	0
BgISR7-01508	1830	14	20	7
BgISR7-01509	2628	44	46	40
BgISR7-01510	1938	60	97	69
BgISR7-01511	1668	41	84	50
BgISR7-01512	1068	50	103	58
BgISR7-01513	2481	62	102	78
BgISR7-01514	4008	71	124	106
BgISR7-01515	1341	13	47	27
BgISR7-01516	168	119	220	157
BgISR7-01517	669	51	62	33
BgISR7-01518	840	101	206	135
BgISR7-01519	1554	185	376	269
BgISR7-01520	1224	3	4.5326	7.04944
BgISR7-01521	177	0	0	0
BgISR7-01522	3798	51	105	77
BgISR7-01523	798	47.1209	78.7091	34.8763
BgISR7-01524	804	34.8791	67.2909	36.1237
BgISR7-01525	771	32	51	26
BgISR7-01526	297	39	38	28
BgISR7-01527	393	0	3.86826	0
BgISR7-01528	2097	36	65	53
BgISR7-01529	735	38	76	55
BgISR7-01530	3441	21	35	30
BgISR7-01531	210	1	4	3
BgISR7-01532	1569	1	19	8
BgISR7-01533	1113	104	282	122
BgISR7-01534	438	2	2	0
BgISR7-01535	756	2.07686	2.36559	1.92002
BgISR7-01536	240	32	69	46
BgISR7-01537	318	22	32	11
BgISR7-01538	768	0	0	0
BgISR7-01539	771	11	14	7
BgISR7-01540	456	0	1	1
BgISR7-01541	756	0	0	0
BgISR7-01542	468	5	1	0
BgISR7-01543	780	3.30771	7.81721	3.69333
BgISR7-01544	780	3.30771	7.81721	3.69333
BgISR7-01545	150	1	4	0
